,seq,ni,no1,no2,F1_emp,F2_emp,F1_model
427,"(0, 1, 1, 0, 1, 0, 1, 0, 1, 1)",111,191,178,1.3415350593127673,1.6174136145954832,1.3012679
428,"(0, 1, 1, 0, 1, 0, 1, 1, 0, 0)",335,394,303,0.964313163517998,1.04844322149284,1.2914296
429,"(0, 1, 1, 0, 1, 0, 1, 1, 0, 1)",248,369,236,1.198588667753643,1.099133924720246,1.300137
430,"(0, 1, 1, 0, 1, 0, 1, 1, 1, 0)",160,361,244,1.6127784054213885,1.5683805256100867,1.2760708
431,"(0, 1, 1, 0, 1, 0, 1, 1, 1, 1)",119,174,116,1.1798327897215484,1.1232088720655327,1.2925503
432,"(0, 1, 1, 0, 1, 1, 0, 0, 0, 0)",480,124,56,-0.5450149742233796,-0.9842893222213882,-0.3727873
433,"(0, 1, 1, 0, 1, 1, 0, 0, 0, 1)",265,209,111,0.56614978051585,0.283529242563218,-0.04678577
434,"(0, 1, 1, 0, 1, 1, 0, 0, 1, 0)",236,57,25,-0.6050785720086314,-1.0614369230638263,-0.5795499
435,"(0, 1, 1, 0, 1, 1, 0, 0, 1, 1)",350,141,96,-0.10242060728452462,-0.13754856491266043,-0.34591693
436,"(0, 1, 1, 0, 1, 1, 0, 1, 0, 0)",573,192,87,-0.28740064883460037,-0.7267659017915373,-0.6146579
437,"(0, 1, 1, 0, 1, 1, 0, 1, 0, 1)",491,110,61,-0.6864099565998936,-0.922817651397394,-0.4019575
438,"(0, 1, 1, 0, 1, 1, 0, 1, 1, 0)",517,94,85,-0.8935597920788618,-0.6471012659561528,-0.7300701
439,"(0, 1, 1, 0, 1, 1, 0, 1, 1, 1)",285,77,39,-0.4967444255501805,-0.8185856766560935,-0.5986446
440,"(0, 1, 1, 0, 1, 1, 1, 0, 0, 0)",393,401,233,0.8226397379011677,0.6274968861095902,1.2257614
441,"(0, 1, 1, 0, 1, 1, 1, 0, 0, 1)",312,452,258,1.1722274935229613,0.9591515512092071,1.2673092
442,"(0, 1, 1, 0, 1, 1, 1, 0, 1, 0)",123,168,161,1.112155707898117,1.4158414496771698,1.1555244
443,"(0, 1, 1, 0, 1, 1, 1, 0, 1, 1)",158,195,178,1.0117490155903661,1.267008283670346,1.2310367
444,"(0, 1, 1, 0, 1, 1, 1, 1, 0, 0)",572,648,363,0.9270855585694309,0.6947948309718237,1.1334693
445,"(0, 1, 1, 0, 1, 1, 1, 1, 0, 1)",420,429,298,0.8236909335853071,0.8063374197581277,1.2193894
446,"(0, 1, 1, 0, 1, 1, 1, 1, 1, 0)",290,389,310,1.09536203053228,1.2149963250575642,0.996536
447,"(0, 1, 1, 0, 1, 1, 1, 1, 1, 1)",289,280,172,0.7710123049333065,0.6319373515670818,1.1441674
448,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 0)",1900,2463,1624,1.0619445407450616,0.9916544323252313,1.1886313
449,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 1)",1769,3046,2175,1.3457165119979146,1.3550354624577812,1.2482872
450,"(0, 1, 1, 1, 0, 0, 0, 0, 1, 0)",1271,1043,849,0.605007583122597,0.7454172856341172,1.0901561
451,"(0, 1, 1, 1, 0, 0, 0, 0, 1, 1)",1200,1637,1072,1.1128600009131115,1.0358306006005376,1.1961467
452,"(0, 1, 1, 1, 0, 0, 0, 1, 0, 0)",2781,3530,2395,1.0409495820250785,0.9991572668017744,1.0598323
453,"(0, 1, 1, 1, 0, 0, 0, 1, 0, 1)",2470,3305,2084,1.0936546309724398,0.9786726082941143,1.179576
454,"(0, 1, 1, 1, 0, 0, 0, 1, 1, 0)",1910,2147,1483,0.9194490699685627,0.8956411595368754,0.87765974
455,"(0, 1, 1, 1, 0, 0, 0, 1, 1, 1)",1709,2397,1593,1.1406802446708344,1.0782798899032775,1.0745063
456,"(0, 1, 1, 1, 0, 0, 1, 0, 0, 0)",1761,3023,2328,1.342669489383379,1.4275161434380388,1.3070215
457,"(0, 1, 1, 1, 0, 0, 1, 0, 0, 1)",1484,2622,1748,1.371442487210154,1.3121561038316247,1.3077829
458,"(0, 1, 1, 1, 0, 0, 1, 0, 1, 0)",1134,2107,1604,1.4216455383258304,1.495017785698436,1.305665
459,"(0, 1, 1, 1, 0, 0, 1, 0, 1, 1)",1061,1455,1133,1.1180775855348277,1.214123962535636,1.3071198
460,"(0, 1, 1, 1, 0, 0, 1, 1, 0, 0)",2491,4128,3243,1.307488204558827,1.4122482153777824,1.3052199
461,"(0, 1, 1, 1, 0, 0, 1, 1, 0, 1)",1993,3426,2656,1.3440811299329056,1.4355816752878523,1.3069022
462,"(0, 1, 1, 1, 0, 0, 1, 1, 1, 0)",1775,2814,2525,1.2631371756017558,1.5008000594081436,1.3022256
463,"(0, 1, 1, 1, 0, 0, 1, 1, 1, 1)",1429,2243,1675,1.2531241019687143,1.307262237837898,1.3054368
464,"(0, 1, 1, 1, 0, 1, 0, 0, 0, 0)",3000,1812,982,0.2985759238945642,0.03243495475662206,0.4548423
465,"(0, 1, 1, 1, 0, 1, 0, 0, 0, 1)",2495,2457,1338,0.7871971192167423,0.5257602962516769,0.78737885
466,"(0, 1, 1, 1, 0, 1, 0, 0, 1, 0)",2046,941,552,0.026413247495153835,-0.16024590408913197,0.10529426
467,"(0, 1, 1, 1, 0, 1, 0, 0, 1, 1)",1747,1322,674,0.5239681664795552,0.19701181470687168,0.49010384
468,"(0, 1, 1, 1, 0, 1, 0, 1, 0, 0)",4301,1538,1049,-0.22540861740871576,-0.26176318662628373,0.027427018
469,"(0, 1, 1, 1, 0, 1, 0, 1, 0, 1)",3346,1180,759,-0.23916432643388386,-0.3339745878811271,0.41439158
470,"(0, 1, 1, 1, 0, 1, 0, 1, 1, 0)",2938,837,517,-0.452268007356754,-0.5873227441096118,-0.28693408
471,"(0, 1, 1, 1, 0, 1, 0, 1, 1, 1)",2492,701,440,-0.46477012091766645,-0.5836705280268892,0.063800424
472,"(0, 1, 1, 1, 0, 1, 1, 0, 0, 0)",2793,4247,2736,1.221512581684948,1.1279148492735946,1.2921708
473,"(0, 1, 1, 1, 0, 1, 1, 0, 0, 1)",2290,2878,2004,1.0309931667387606,1.0151823373369966,1.3005018
474,"(0, 1, 1, 1, 0, 1, 1, 0, 1, 0)",1662,2819,1997,1.330652243319312,1.3320501600653938,1.2774688
475,"(0, 1, 1, 1, 0, 1, 1, 0, 1, 1)",1325,2148,1377,1.285374284476783,1.1869929608776189,1.2932434
476,"(0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",3732,5385,3460,1.1691293530370408,1.072872044770583,1.2726834
477,"(0, 1, 1, 1, 0, 1, 1, 1, 0, 1)",3170,3580,2222,0.9241336540401658,0.7933373194756718,1.2908697
478,"(0, 1, 1, 1, 0, 1, 1, 1, 1, 0)",2485,3590,2801,1.1702942807355068,1.2681851348761184,1.240993
479,"(0, 1, 1, 1, 0, 1, 1, 1, 1, 1)",2012,2558,1641,1.0425289691000776,0.9448155444224047,1.275015
480,"(0, 1, 1, 1, 1, 0, 0, 0, 0, 0)",121,115,63,0.7521077049531885,0.5033887186762379,1.003313
481,"(0, 1, 1, 1, 1, 0, 0, 0, 0, 1)",122,280,138,1.6287088725414087,1.2708162578080968,1.1480126
482,"(0, 1, 1, 1, 1, 0, 0, 0, 1, 0)",102,89,98,0.6676192406807097,1.1089175419547768,0.79082257
483,"(0, 1, 1, 1, 1, 0, 0, 0, 1, 1)",92,194,132,1.5429386239905711,1.5062763151183205,1.0208259
484,"(0, 1, 1, 1, 1, 0, 0, 1, 0, 0)",247,306,233,1.0159575600022952,1.0904190492425418,0.7311515
485,"(0, 1, 1, 1, 1, 0, 0, 1, 0, 1)",222,487,252,1.5856821929731089,1.274744397317224,0.98247254
486,"(0, 1, 1, 1, 1, 0, 0, 1, 1, 0)",222,81,69,-0.19791396561578534,-0.010149849360937102,0.41898006
487,"(0, 1, 1, 1, 1, 0, 0, 1, 1, 1)",147,128,99,0.6651386891776374,0.7564845922737988,0.75971496
488,"(0, 1, 1, 1, 1, 0, 1, 0, 0, 0)",137,249,158,1.396745791285122,1.2901771971128495,1.304352
489,"(0, 1, 1, 1, 1, 0, 1, 0, 0, 1)",132,397,242,1.8986414356427643,1.7512389951686174,1.3064778
490,"(0, 1, 1, 1, 1, 0, 1, 0, 1, 0)",119,137,109,0.942300500955239,1.0615153030601927,1.3005707
491,"(0, 1, 1, 1, 1, 0, 1, 0, 1, 1)",84,145,109,1.3434939237981003,1.4063557893519225,1.3046262
492,"(0, 1, 1, 1, 1, 0, 1, 1, 0, 0)",185,302,225,1.2905246903762484,1.3433150056089072,1.2993319
493,"(0, 1, 1, 1, 1, 0, 1, 1, 0, 1)",168,303,239,1.3896675450632285,1.4992668884687403,1.304019
494,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 0)",141,316,255,1.6056132748561003,1.7378770669281245,1.2910213
495,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1)",123,286,190,1.6417392087346645,1.5805185424914157,1.299936
496,"(0, 1, 1, 1, 1, 1, 0, 0, 0, 0)",217,100,60,0.03316401263225077,-0.1250945185659551,-0.09357178
497,"(0, 1, 1, 1, 1, 1, 0, 0, 0, 1)",158,92,47,0.2662338495131048,-0.049176511262517986,0.28856573
498,"(0, 1, 1, 1, 1, 1, 0, 0, 1, 0)",251,67,42,-0.5073828237552362,-0.6197022917680381,-0.3819152
499,"(0, 1, 1, 1, 1, 1, 0, 0, 1, 1)",109,32,8,-0.40143424574585573,-1.3547291084063744,-0.058977246
500,"(0, 1, 1, 1, 1, 1, 0, 1, 0, 0)",346,70,76,-0.7841063443254634,-0.3569926780433528,-0.43514544
501,"(0, 1, 1, 1, 1, 1, 0, 1, 0, 1)",305,92,74,-0.38844705021904447,-0.2575703083662477,-0.13183188
502,"(0, 1, 1, 1, 1, 1, 0, 1, 1, 0)",198,46,54,-0.6406186644343534,-0.13744495944219892,-0.6200415
503,"(0, 1, 1, 1, 1, 1, 0, 1, 1, 1)",237,79,34,-0.28770548041751254,-0.7683959321322384,-0.41069996
504,"(0, 1, 1, 1, 1, 1, 1, 0, 0, 0)",216,345,211,1.2690799800973451,1.1252156011813754,1.2634122
505,"(0, 1, 1, 1, 1, 1, 1, 0, 0, 1)",198,376,174,1.4414789213035988,1.0200078292488444,1.2862561
506,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 0)",80,103,96,1.0524803030490142,1.3287885038807667,1.2238445
507,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 1)",128,238,171,1.4191897061499188,1.4362087525016034,1.2663355
508,"(0, 1, 1, 1, 1, 1, 1, 1, 0, 0)",313,575,289,1.4092532333677181,1.069014617122089,1.2111666
509,"(0, 1, 1, 1, 1, 1, 1, 1, 0, 1)",276,527,311,1.4476173360990034,1.2675123616719666,1.2598727
510,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 0)",190,290,135,1.223588397704943,0.8089081377392446,1.1295971
511,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1)",115,130,96,0.9241456906748674,0.9696474674468407,1.2173316
512,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",727,226,144,-0.36281247213520285,-0.4650406257262891,0.10867995
513,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",710,346,204,0.08519090872369872,-0.09513577061501,0.49330837
514,"(1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",633,194,144,-0.37651083729339874,-0.3267885319668289,-0.21955949
515,"(1, 0, 0, 0, 0, 0, 0, 0, 1, 1)",562,192,88,-0.2680508806547246,-0.6961165783577279,0.14572385
516,"(1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",1042,471,292,0.009661089164863301,-0.12115716593388237,-0.28424048
517,"(1, 0, 0, 0, 0, 0, 0, 1, 0, 1)",864,369,329,-0.04668794271352883,0.18488982757846917,0.067154735
518,"(1, 0, 0, 0, 0, 0, 0, 1, 1, 0)",863,167,136,-0.8350702308207163,-0.693065162926108,-0.51987493
519,"(1, 0, 0, 0, 0, 0, 0, 1, 1, 1)",673,208,156,-0.36835730036741565,-0.30845762551417644,-0.25436848
520,"(1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",682,1067,689,1.2495867185294305,1.1587234180703376,1.2776601
521,"(1, 0, 0, 0, 0, 0, 1, 0, 0, 1)",611,812,584,1.086537385615565,1.1034062447693531,1.2933381
522,"(1, 0, 0, 0, 0, 0, 1, 0, 1, 0)",369,763,479,1.5276033421083306,1.4088097783134892,1.2502522
523,"(1, 0, 0, 0, 0, 0, 1, 0, 1, 1)",434,747,552,1.3445955054658736,1.3885386504834734,1.2796721
524,"(1, 0, 0, 0, 0, 0, 1, 1, 0, 0)",959,1408,1072,1.1862407860168787,1.259807138218639,1.2414021
525,"(1, 0, 0, 0, 0, 0, 1, 1, 0, 1)",636,917,703,1.1679662936284074,1.2485353806357016,1.2752213
526,"(1, 0, 0, 0, 0, 0, 1, 1, 1, 0)",596,755,590,1.0386628213670113,1.1384255840633186,1.1836512
527,"(1, 0, 0, 0, 0, 0, 1, 1, 1, 1)",566,806,594,1.155502923122277,1.1967287818677004,1.2457099
528,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",1210,254,159,-0.7553996398145857,-0.8755012482694426,-0.72308457
529,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1)",850,204,115,-0.6208635908548856,-0.8442952574171869,-0.5861614
530,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 0)",903,195,110,-0.7261761425815789,-0.9487724790300196,-0.7922008
531,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1)",563,136,90,-0.6125347670898535,-0.6756680649313862,-0.7132194
532,"(1, 0, 0, 0, 0, 1, 0, 1, 0, 0)",1515,318,228,-0.7561009048373921,-0.7415818825982547,-0.8028635
533,"(1, 0, 0, 0, 0, 1, 0, 1, 0, 1)",1470,289,190,-0.8212782390408375,-0.892897612504985,-0.73354745
534,"(1, 0, 0, 0, 0, 1, 0, 1, 1, 0)",1123,195,126,-0.9439958126430388,-1.0319352639452224,-0.8360045
535,"(1, 0, 0, 0, 0, 1, 0, 1, 1, 1)",816,157,112,-0.8405055032529556,-0.8297245960978397,-0.79803526
536,"(1, 0, 0, 0, 0, 1, 1, 0, 0, 0)",1022,1009,624,0.789749402463759,0.6557835638345977,1.0099195
537,"(1, 0, 0, 0, 0, 1, 1, 0, 0, 1)",872,1066,699,1.0032092540422317,0.9276714592536252,1.1517487
538,"(1, 0, 0, 0, 0, 1, 1, 0, 1, 0)",578,629,313,0.8869559003926636,0.5366171883850807,0.8007847
539,"(1, 0, 0, 0, 0, 1, 1, 0, 1, 1)",549,762,437,1.1298783116380209,0.9208273121997521,1.0271101
540,"(1, 0, 0, 0, 0, 1, 1, 1, 0, 0)",1322,1265,737,0.7584989971692462,0.5648133405353394,0.7418707
541,"(1, 0, 0, 0, 0, 1, 1, 1, 0, 1)",1206,1003,607,0.6183926377342234,0.4628083409184581,0.98945355
542,"(1, 0, 0, 0, 0, 1, 1, 1, 1, 0)",940,747,447,0.5729983969691781,0.4063767728794282,0.4323306
543,"(1, 0, 0, 0, 0, 1, 1, 1, 1, 1)",862,568,273,0.3860043016229834,0.0012400953544648985,0.7700819
544,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",66,26,10,-0.10631719480655666,-0.6582706665427729,-0.37952286
545,"(1, 0, 0, 0, 1, 0, 0, 0, 0, 1)",51,25,20,0.1093913780201351,0.24180539919181832,-0.055773854
546,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0)",64,17,4,-0.4814769534193919,-1.4164226774117141,-0.5839834
547,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 1)",72,8,11,-1.2906963052320914,-0.6570261113105682,-0.3529021
548,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 0)",93,9,18,-1.438171130695878,-0.45032912305374095,-0.6186333
549,"(1, 0, 0, 0, 1, 0, 0, 1, 0, 1)",118,33,16,-0.45022440991528767,-0.7973834690054908,-0.4084093
550,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0)",58,17,27,-0.38462712742947436,0.40319374631930716,-0.7324033
551,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 1)",42,9,2,-0.6560764641194363,-1.5140611469756302,-0.6028311
552,"(1, 0, 0, 0, 1, 0, 1, 0, 0, 0)",47,120,90,1.7271280932689306,1.7881851756587817,1.2243536
553,"(1, 0, 0, 0, 1, 0, 1, 0, 0, 1)",27,28,14,0.8376298783913506,0.5243723709768288,1.2665942
554,"(1, 0, 0, 0, 1, 0, 1, 0, 1, 0)",32,28,10,0.6733268271000742,0.04991439138171283,1.15301
555,"(1, 0, 0, 0, 1, 0, 1, 0, 1, 1)",56,34,10,0.31483535223494397,-0.496629314986357,1.2297151
556,"(1, 0, 0, 0, 1, 0, 1, 1, 0, 0)",54,89,100,1.2950150436778747,1.7563140116586111,1.1306243
557,"(1, 0, 0, 0, 1, 0, 1, 1, 0, 1)",30,77,76,1.725260180784526,2.05834489741836,1.2178781
558,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 0)",23,75,51,1.9552180685184657,1.9217165682833044,0.99181664
559,"(1, 0, 0, 0, 1, 0, 1, 1, 1, 1)",40,104,50,1.742926842033296,1.3667802460698406,1.141482
560,"(1, 0, 0, 0, 1, 1, 0, 0, 0, 0)",42,6,5,-1.0127514080581688,-0.8209139664156848,-0.8172518
561,"(1, 0, 0, 0, 1, 1, 0, 0, 0, 1)",53,40,15,0.5271265787201138,-0.06786864427467054,-0.76129985
562,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 0)",46,6,2,-1.101698894074665,-1.6030086329921263,-0.84373987
563,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1)",63,29,13,0.04485285688256391,-0.3712990736945907,-0.8133788
564,"(1, 0, 0, 0, 1, 1, 0, 1, 0, 0)",146,30,10,-0.7539068237135096,-1.4440106339305432,-0.84772825
565,"(1, 0, 0, 0, 1, 1, 0, 1, 0, 1)",153,13,13,-1.5953567142182903,-1.249368592748548,-0.8213339
566,"(1, 0, 0, 0, 1, 1, 0, 1, 1, 0)",80,31,12,-0.12617469329263187,-0.6809731171610796,-0.85996294
567,"(1, 0, 0, 0, 1, 1, 0, 1, 1, 1)",64,7,3,-1.2924071696357207,-1.6395662287259238,-0.84592557
568,"(1, 0, 0, 0, 1, 1, 1, 0, 0, 0)",67,86,40,1.0489389720585574,0.6425910415780237,0.63814235
569,"(1, 0, 0, 0, 1, 1, 1, 0, 0, 1)",82,80,72,0.7781471054559213,1.0201455134016157,0.9201515
570,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 0)",38,84,32,1.5816281689407503,0.9814725953866564,0.3070663
571,"(1, 0, 0, 0, 1, 1, 1, 0, 1, 1)",72,62,67,0.655213843823222,1.0775749440775382,0.66947484
572,"(1, 0, 0, 0, 1, 1, 1, 1, 0, 0)",92,112,50,0.997326884139165,0.5477528196208924,0.2278403
573,"(1, 0, 0, 0, 1, 1, 1, 1, 0, 1)",109,69,76,0.3505534348370231,0.7918517361110902,0.6017561
574,"(1, 0, 0, 0, 1, 1, 1, 1, 1, 0)",96,96,75,0.8025385585800804,0.9045490418327709,-0.1150471
575,"(1, 0, 0, 0, 1, 1, 1, 1, 1, 1)",69,38,25,0.21760496266036788,0.15812797602194573,0.26511338
576,"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",605,297,185,0.09275205901617045,-0.03260663230629057,0.44570923
577,"(1, 0, 0, 1, 0, 0, 0, 0, 0, 1)",493,298,180,0.3004466147828443,0.14448819412772584,0.78038895
578,"(1, 0, 0, 1, 0, 0, 0, 0, 1, 0)",357,135,73,-0.16533954208456791,-0.42794121314670797,0.09583542
579,"(1, 0, 0, 1, 0, 0, 0, 0, 1, 1)",330,121,72,-0.19555877206372596,-0.3631322541788491,0.48111305
580,"(1, 0, 0, 1, 0, 0, 0, 1, 0, 0)",662,346,215,0.1550883483410771,0.027030097548125243,0.018163025
581,"(1, 0, 0, 1, 0, 0, 0, 1, 0, 1)",528,395,193,0.5129643379762616,0.14539640725485148,0.40512002
582,"(1, 0, 0, 1, 0, 0, 0, 1, 1, 0)",552,158,94,-0.4439152407220228,-0.6129544298719714,-0.29442668
583,"(1, 0, 0, 1, 0, 0, 0, 1, 1, 1)",419,94,117,-0.6838392610967927,-0.1210434067619266,0.054433376
584,"(1, 0, 0, 1, 0, 0, 1, 0, 0, 0)",413,683,439,1.3046305023773166,1.2094354331368151,1.2918837
585,"(1, 0, 0, 1, 0, 0, 1, 0, 0, 1)",306,555,416,1.3964591052434656,1.4547651542614268,1.3003607
586,"(1, 0, 0, 1, 0, 0, 1, 0, 1, 0)",282,701,545,1.7110250649626537,1.80569875815149,1.2769275
587,"(1, 0, 0, 1, 0, 0, 1, 0, 1, 1)",214,478,314,1.6036011278633326,1.5304612907477928,1.292975
588,"(1, 0, 0, 1, 0, 0, 1, 1, 0, 0)",643,1059,961,1.3008640195818397,1.5498424046111756,1.27206
589,"(1, 0, 0, 1, 0, 0, 1, 1, 0, 1)",463,736,627,1.2652418985431617,1.451182294291766,1.2905602
590,"(1, 0, 0, 1, 0, 0, 1, 1, 1, 0)",381,525,463,1.122419162711215,1.3429906236695026,1.2398359
591,"(1, 0, 0, 1, 0, 0, 1, 1, 1, 1)",375,530,493,1.1477114364321246,1.4214730538478506,1.2744316
592,"(1, 0, 0, 1, 0, 1, 0, 0, 0, 0)",766,142,125,-0.8771036125272684,-0.6576782143659556,-0.60839486
593,"(1, 0, 0, 1, 0, 1, 0, 0, 0, 1)",638,165,101,-0.5453781074409112,-0.6864049610434411,-0.39183754
594,"(1, 0, 0, 1, 0, 1, 0, 0, 1, 0)",451,112,60,-0.5837558025398102,-0.8542816356090972,-0.72638583
595,"(1, 0, 0, 1, 0, 1, 0, 0, 1, 1)",364,73,58,-0.7932937017982413,-0.6738332296269494,-0.5920509
596,"(1, 0, 0, 1, 0, 1, 0, 1, 0, 0)",973,202,126,-0.7656667660206673,-0.8886975371341213,-0.7451503
597,"(1, 0, 0, 1, 0, 1, 0, 1, 0, 1)",943,163,106,-0.9477211797412217,-1.028770651633772,-0.6258619
598,"(1, 0, 0, 1, 0, 1, 0, 1, 1, 0)",672,110,78,-0.9996765697523133,-0.9937707971278837,-0.80447364
599,"(1, 0, 0, 1, 0, 1, 0, 1, 1, 1)",842,141,69,-0.9786013418205142,-1.3399450359026739,-0.7366345
600,"(1, 0, 0, 1, 0, 1, 1, 0, 0, 0)",610,645,485,0.858241103191087,0.9196383447787211,1.1377935
601,"(1, 0, 0, 1, 0, 1, 1, 0, 0, 1)",516,693,480,1.0969676445784557,1.0763510756471546,1.2216831
602,"(1, 0, 0, 1, 0, 1, 1, 0, 1, 0)",461,488,372,0.8593361569732136,0.9345402086118993,1.0037293
603,"(1, 0, 0, 1, 0, 1, 1, 0, 1, 1)",424,626,402,1.1913959302885844,1.0953740730720887,1.1482486
604,"(1, 0, 0, 1, 0, 1, 1, 1, 0, 0)",843,1140,660,1.104046413846199,0.9041280253055518,0.9635119
605,"(1, 0, 0, 1, 0, 1, 1, 1, 0, 1)",743,810,472,0.8887655778624015,0.6955810337086636,1.1252396
606,"(1, 0, 0, 1, 0, 1, 1, 1, 1, 0)",698,688,439,0.7881290873599287,0.6856506647283193,0.73182505
607,"(1, 0, 0, 1, 0, 1, 1, 1, 1, 1)",557,391,251,0.4494414359892319,0.35359680517993497,0.98291236
608,"(1, 0, 0, 1, 1, 0, 0, 0, 0, 0)",45,6,10,-1.0801926888537012,-0.2822194436409018,-0.10234058
609,"(1, 0, 0, 1, 1, 0, 0, 0, 0, 1)",55,23,10,-0.044759301807123286,-0.47892973788695614,0.27903232
610,"(1, 0, 0, 1, 1, 0, 0, 0, 1, 0)",20,11,3,0.24292277064465762,-0.5097013965537098,-0.38856345
611,"(1, 0, 0, 1, 1, 0, 0, 0, 1, 1)",23,16,2,0.4576980722883509,-0.9309148616300131,-0.067911565
612,"(1, 0, 0, 1, 1, 0, 0, 1, 0, 0)",118,17,7,-1.0862131766352843,-1.5511552713818708,-0.4412579
613,"(1, 0, 0, 1, 1, 0, 0, 1, 0, 1)",41,8,6,-0.7379064823670687,-0.6432327891782323,-0.14039546
614,"(1, 0, 0, 1, 1, 0, 0, 1, 1, 0)",27,7,2,-0.45022440991528767,-1.0850655414572716,-0.6239449
615,"(1, 0, 0, 1, 1, 0, 0, 1, 1, 1)",28,3,1,-1.178462910286503,-1.5256219693767061,-0.417064
616,"(1, 0, 0, 1, 1, 0, 1, 0, 0, 0)",32,132,118,2.196380125335354,2.431142611694872,1.2626312
617,"(1, 0, 0, 1, 1, 0, 1, 0, 0, 1)",23,28,29,0.9917805582186088,1.3716702313640323,1.2858663
618,"(1, 0, 0, 1, 1, 0, 1, 0, 1, 0)",19,13,10,0.44586361464134794,0.5506896792942022,1.2224056
619,"(1, 0, 0, 1, 1, 0, 1, 0, 1, 1)",19,50,18,1.738631917750415,1.097233385662272,1.2656038
620,"(1, 0, 0, 1, 1, 0, 1, 1, 0, 0)",39,58,25,1.1911965483718636,0.7177437639573684,1.2095222
621,"(1, 0, 0, 1, 1, 0, 1, 1, 0, 1)",27,75,45,1.8010673886912076,1.6449635663637137,1.2590314
622,"(1, 0, 0, 1, 1, 0, 1, 1, 1, 0)",47,50,46,0.8631631803965152,1.1274732708519903,1.1266949
623,"(1, 0, 0, 1, 1, 0, 1, 1, 1, 1)",32,53,15,1.2950150436778747,0.42460784082312364,1.2157868
624,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 0)",64,22,20,-0.23635449538640696,0.018661847877608606,-0.770718
625,"(1, 0, 0, 1, 1, 1, 0, 0, 0, 1)",50,3,3,-1.742992713024355,-1.3970045915546128,-0.672866
626,"(1, 0, 0, 1, 1, 1, 0, 0, 1, 0)",45,0,5,-3.026102837909015,-0.8883552472112175,-0.8185427
627,"(1, 0, 0, 1, 1, 1, 0, 0, 1, 1)",32,2,4,-1.5953567142182903,-0.7385429689825571,-0.76380765
628,"(1, 0, 0, 1, 1, 1, 0, 1, 0, 0)",71,15,11,-0.7015388381961938,-0.6432327891782323,-0.82583
629,"(1, 0, 0, 1, 1, 1, 0, 1, 0, 1)",26,4,6,-0.8838603949901485,-0.20140003689919328,-0.7780236
630,"(1, 0, 0, 1, 1, 1, 0, 1, 1, 0)",47,8,13,-0.8714378749915912,-0.08361700124280969,-0.84832835
631,"(1, 0, 0, 1, 1, 1, 0, 1, 1, 1)",20,1,2,-1.5488366985833972,-0.7973834690054908,-0.82253313
632,"(1, 0, 0, 1, 1, 1, 1, 0, 0, 0)",55,55,52,0.8025385585800804,1.0934669028667952,0.8898413
633,"(1, 0, 0, 1, 1, 1, 1, 0, 0, 1)",52,57,37,0.8926896555743778,0.8158209262240865,1.0818429
634,"(1, 0, 0, 1, 1, 1, 1, 0, 1, 0)",33,36,19,0.8870959466081434,0.6178984289876522,0.62703335
635,"(1, 0, 0, 1, 1, 1, 1, 0, 1, 1)",41,62,41,1.2080036666882448,1.1485266800498226,0.91249156
636,"(1, 0, 0, 1, 1, 1, 1, 1, 0, 0)",81,77,48,0.752528138005419,0.6336277308961961,0.55700755
637,"(1, 0, 0, 1, 1, 1, 1, 1, 0, 1)",55,57,37,0.8376298783913506,0.7607611490410592,0.86309135
638,"(1, 0, 0, 1, 1, 1, 1, 1, 1, 0)",42,5,4,-1.166902087885427,-1.0032355232096393,0.21485117
639,"(1, 0, 0, 1, 1, 1, 1, 1, 1, 1)",24,17,3,0.4740344916080443,-0.6840547836984876,0.59033066
640,"(1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",1301,554,378,-0.050150150441999664,-0.08559393763626577,0.17233759
