,seq,ni,no1,no2,F1_emp,F2_emp,F1_model,F2_model
360,"(0, 1, 0, 1, 1, 0, 1, 0, 0, 0)",77,95,92,1.010177923358325,1.3244173465134867,1.1850042289476834,1.3571698765789866
361,"(0, 1, 0, 1, 1, 0, 1, 0, 0, 1)",83,195,152,1.649836418967284,1.7481478025989445,1.4473328097127178,1.581159133213595
362,"(0, 1, 0, 1, 1, 0, 1, 0, 1, 0)",92,141,96,1.2257661230280852,1.1906381653999494,1.105068600679424,1.4714200736638336
363,"(0, 1, 0, 1, 1, 0, 1, 0, 1, 1)",58,160,92,1.8064054796588238,1.6035887292973592,1.3904490635491589,1.5299790054569937
364,"(0, 1, 0, 1, 1, 0, 1, 1, 0, 0)",110,118,105,0.8721318503792755,1.1024355728495556,1.0075488920280702,1.264003789974452
365,"(0, 1, 0, 1, 1, 0, 1, 1, 0, 1)",167,174,160,0.8433605531003356,1.1059670656310268,1.2634906840508315,1.3543392412749409
366,"(0, 1, 0, 1, 1, 0, 1, 1, 1, 0)",89,153,151,1.3396814906634444,1.672597530565834,0.914359111229474,1.3313302593415663
367,"(0, 1, 0, 1, 1, 0, 1, 1, 1, 1)",61,119,91,1.4628959163170348,1.5431808720537714,1.1695464732837577,1.28080346470922
368,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 0)",141,59,56,-0.05894393679907972,0.23575089028311214,-0.26226996850352946,-0.4340937206143779
369,"(0, 1, 0, 1, 1, 1, 0, 0, 0, 1)",102,60,84,0.27868343452375577,0.9564489483105032,0.5082997685947217,0.3329965561470168
370,"(0, 1, 0, 1, 1, 1, 0, 0, 1, 0)",105,49,16,0.05112246989615932,-0.6816990700060286,-0.6601515012109165,-0.6663832120021598
371,"(0, 1, 0, 1, 1, 1, 0, 0, 1, 1)",77,36,20,0.05674764453471304,-0.16365970891634607,0.24065607197189404,0.08249174726887083
372,"(0, 1, 0, 1, 1, 1, 0, 1, 0, 0)",188,48,29,-0.5473881583689355,-0.6920229533476645,-0.6975079952879475,-0.6416455192515919
373,"(0, 1, 0, 1, 1, 1, 0, 1, 0, 1)",167,75,37,0.00930791946315257,-0.3378511396270505,-0.4180662858258645,-0.36994183029485417
374,"(0, 1, 0, 1, 1, 1, 0, 1, 1, 0)",156,29,28,-0.8525098651060723,-0.5404232953120114,-1.0371532003030908,-0.8965619325737939
375,"(0, 1, 0, 1, 1, 1, 0, 1, 1, 1)",155,60,37,-0.13644358449614546,-0.2637431674733286,-0.6512799668296267,-0.6185054821988064
376,"(0, 1, 0, 1, 1, 1, 1, 0, 0, 0)",161,259,150,1.2756238543632241,1.0782101816323628,0.8858639207068895,0.8347239664940272
377,"(0, 1, 0, 1, 1, 1, 1, 0, 0, 1)",104,119,75,0.9360699512046029,0.8252996701786304,1.208037983493767,1.1879111490634946
378,"(0, 1, 0, 1, 1, 1, 1, 0, 1, 0)",89,110,80,1.0122590895621495,1.0431661643919963,0.7845443715689904,0.9469968232943763
379,"(0, 1, 0, 1, 1, 1, 1, 0, 1, 1)",70,107,70,1.2219899086629846,1.1485266800498226,1.1542546671699379,1.160304668226621
380,"(0, 1, 0, 1, 1, 1, 1, 1, 0, 0)",296,356,208,0.9865422015570198,0.797128793211934,0.775101685944548,0.7932887071704136
381,"(0, 1, 0, 1, 1, 1, 1, 1, 0, 1)",174,209,138,0.984860115374035,0.9182146392570003,0.8562374039482834,0.818200922866657
382,"(0, 1, 0, 1, 1, 1, 1, 1, 1, 0)",109,130,104,0.9772555159888157,1.1020066644149298,0.6934455664309563,0.8565059825876823
383,"(0, 1, 0, 1, 1, 1, 1, 1, 1, 1)",112,58,46,0.15268818377345938,0.27128646304754056,0.7983112051755833,0.7661069395553165
384,"(0, 1, 1, 0, 0, 0, 0, 0, 0, 0)",3454,3208,1936,0.7286754634881669,0.5698446072550482,0.4586108151956396,0.5266174809169645
385,"(0, 1, 1, 0, 0, 0, 0, 0, 0, 1)",2696,3667,2828,1.1100450688167058,1.1963099282116598,1.0720874911320541,1.1414239423694588
386,"(0, 1, 1, 0, 0, 0, 0, 0, 1, 0)",2115,1433,956,0.4134787867614561,0.35504727852458684,0.21977955364895985,0.27602139963094974
387,"(0, 1, 1, 0, 0, 0, 0, 0, 1, 1)",1790,2947,1853,1.3008914098285957,1.1830980241149114,0.9482654259922741,0.9610306594908119
388,"(0, 1, 1, 0, 0, 0, 0, 1, 0, 0)",4485,4390,3004,0.7811341140616441,0.7478428119389768,0.5060336355694353,0.5579138995851938
389,"(0, 1, 1, 0, 0, 0, 0, 1, 0, 1)",3578,4708,2998,1.076930698057609,0.9717221480328059,0.7924299672315359,0.8175095466047849
390,"(0, 1, 1, 0, 0, 0, 0, 1, 1, 0)",2895,1901,1292,0.38211404817980893,0.34216130531607314,0.2586785552423965,0.2751260542806353
391,"(0, 1, 1, 0, 0, 0, 0, 1, 1, 1)",2584,2599,1607,0.8083244956471243,0.6737923428462047,0.6362777712382188,0.629492578616208
392,"(0, 1, 1, 0, 0, 0, 1, 0, 0, 0)",2889,4230,3202,1.18372042819367,1.2513580485525029,0.9680189277917252,1.1469575975564958
393,"(0, 1, 1, 0, 0, 0, 1, 0, 0, 1)",2209,3459,2661,1.250814632120052,1.334611884493081,1.0203519690122684,1.2435490609120403
394,"(0, 1, 1, 0, 0, 0, 1, 0, 1, 0)",1740,2289,1950,1.0766307153601766,1.2624090809047448,0.9672898793201754,1.2291838411372253
395,"(0, 1, 1, 0, 0, 0, 1, 0, 1, 1)",1482,2391,1898,1.2806013315126705,1.3957870487241764,1.0519305136771286,1.2743140827532793
396,"(0, 1, 1, 0, 0, 0, 1, 1, 0, 0)",4112,6275,4955,1.2251187042025795,1.3349729545684315,1.0345109900276057,1.2256126158844294
397,"(0, 1, 1, 0, 0, 0, 1, 1, 0, 1)",3205,4587,3386,1.1609587036598434,1.2034471996980962,1.0098533698268608,1.1341048857385037
398,"(0, 1, 1, 0, 0, 0, 1, 1, 1, 0)",2518,3582,3049,1.154876999532424,1.3398062732986697,0.9866852247077612,1.2492184359979555
399,"(0, 1, 1, 0, 0, 0, 1, 1, 1, 1)",2235,2964,2159,1.0847270357369165,1.1139463464530435,0.9705288855702486,1.1308175630211523
400,"(0, 1, 1, 0, 0, 1, 0, 0, 0, 0)",4763,1769,1189,-0.18756954632723555,-0.23860766431979297,-0.3284975214358495,-0.35227468796984107
401,"(0, 1, 1, 0, 0, 1, 0, 0, 0, 1)",4096,3334,1812,0.5967562393829334,0.3332546132578026,0.35519538452530275,0.2585137326392821
402,"(0, 1, 1, 0, 0, 1, 0, 0, 1, 0)",3173,781,661,-0.5983546019609629,-0.4189556650995234,-0.6004720689159097,-0.5813504446627866
403,"(0, 1, 1, 0, 0, 1, 0, 0, 1, 1)",2857,2137,1124,0.5122872916752582,0.21618763619853043,0.22271438416151146,0.12519176155793094
404,"(0, 1, 1, 0, 0, 1, 0, 1, 0, 0)",6430,1776,1211,-0.48366493940013155,-0.5203314794557807,-0.6373383821763277,-0.5990311386573416
405,"(0, 1, 1, 0, 0, 1, 0, 1, 0, 1)",5662,1670,1097,-0.417992978938331,-0.4919367639945065,-0.5153773765303586,-0.5380746940202257
406,"(0, 1, 1, 0, 0, 1, 0, 1, 1, 0)",4753,1230,733,-0.5486209631556054,-0.719705939255801,-0.8849191662821025,-0.8624305130341778
407,"(0, 1, 1, 0, 0, 1, 0, 1, 1, 1)",4088,1097,763,-0.5122715397150859,-0.5289612511482993,-0.6472709255930427,-0.6811522038768542
408,"(0, 1, 1, 0, 0, 1, 1, 0, 0, 0)",4142,4591,3100,0.905434054502081,0.8588311570728697,0.8299355005109785,0.8798211686334839
409,"(0, 1, 1, 0, 0, 1, 1, 0, 0, 1)",3363,4832,3063,1.1648752093323258,1.0551171898174658,0.9628032575025992,0.9925278893455488
410,"(0, 1, 1, 0, 0, 1, 1, 0, 1, 0)",2407,3351,2396,1.1332992137533422,1.1439481080554954,0.8518446310431924,1.011246216975091
411,"(0, 1, 1, 0, 0, 1, 1, 0, 1, 1)",2116,3099,2155,1.183940677918453,1.1667813409438452,1.0415043318805923,1.0980427031518916
412,"(0, 1, 1, 0, 0, 1, 1, 1, 0, 0)",5699,6746,4360,0.9711703453848644,0.8807618940699475,0.7870390853386882,0.8385941034462914
413,"(0, 1, 1, 0, 0, 1, 1, 1, 0, 1)",4751,5145,3117,0.8821926903792889,0.7271528686250636,0.6082646248681514,0.568580469117782
414,"(0, 1, 1, 0, 0, 1, 1, 1, 1, 0)",3593,4439,3119,1.0139271466628466,1.0070938935098463,0.7947690811772513,0.909266874655348
415,"(0, 1, 1, 0, 0, 1, 1, 1, 1, 1)",2903,3107,1918,0.8704288941229318,0.7342418001128359,0.6489802524793157,0.6379110847001875
416,"(0, 1, 1, 0, 1, 0, 0, 0, 0, 0)",313,185,128,0.2788922463850282,0.25894609850324146,0.28831316584184086,0.18557867676778037
417,"(0, 1, 1, 0, 1, 0, 0, 0, 0, 1)",165,268,173,1.2852621498253762,1.1955941909078083,0.9764576773038771,0.9247635743943131
418,"(0, 1, 1, 0, 1, 0, 0, 0, 1, 0)",138,76,46,0.21187004730307246,0.06420034862918955,-0.01869978559993112,-0.012550342220242613
419,"(0, 1, 1, 0, 1, 0, 0, 0, 1, 1)",140,221,105,1.2564560500741915,0.8632058837837214,0.7930927635103889,0.6891203219014562
420,"(0, 1, 1, 0, 1, 0, 0, 1, 0, 0)",314,168,119,0.17986463467752078,0.18344578400623546,0.18866069066095903,0.13554058099571048
421,"(0, 1, 1, 0, 1, 0, 0, 1, 0, 1)",323,287,201,0.6847555229236969,0.676050861658698,0.5013652503532317,0.47201791446821056
422,"(0, 1, 1, 0, 1, 0, 0, 1, 1, 0)",214,50,35,-0.6362738368232566,-0.6385924096217301,-0.12122017950887523,-0.12333890970461883
423,"(0, 1, 1, 0, 1, 0, 0, 1, 1, 1)",216,73,65,-0.2732937017562094,-0.041715931464211264,0.29132610575850293,0.20019226917166089
424,"(0, 1, 1, 0, 1, 0, 1, 0, 0, 0)",271,397,302,1.1831884975685207,1.2564574192631945,1.0887809493863387,1.1880776715423995
425,"(0, 1, 1, 0, 1, 0, 1, 0, 0, 1)",170,350,279,1.5216612255432864,1.6416527267164123,1.234399118255232,1.433584597292753
426,"(0, 1, 1, 0, 1, 0, 1, 0, 1, 0)",144,246,163,1.3351931527874832,1.2716593654534467,1.089070188268526,1.402137365840106
427,"(0, 1, 1, 0, 1, 0, 1, 0, 1, 1)",111,191,178,1.3415350593127673,1.6174136145954832,1.2756347915152138,1.488466037938766
428,"(0, 1, 1, 0, 1, 0, 1, 1, 0, 0)",335,394,303,0.964313163517998,1.04844322149284,1.0236268568080928,1.1243540875175129
429,"(0, 1, 1, 0, 1, 0, 1, 1, 0, 1)",248,369,236,1.198588667753643,1.099133924720246,1.0438947567602488,1.1342650700452663
430,"(0, 1, 1, 0, 1, 0, 1, 1, 1, 0)",160,361,244,1.6127784054213885,1.5683805256100867,0.982475278894282,1.251234650654253
431,"(0, 1, 1, 0, 1, 0, 1, 1, 1, 1)",119,174,116,1.1798327897215484,1.1232088720655327,1.0198833011510542,1.1265354584389273
432,"(0, 1, 1, 0, 1, 1, 0, 0, 0, 0)",480,124,56,-0.5450149742233796,-0.9842893222213882,-0.5234239914499577,-0.7624436877863284
433,"(0, 1, 1, 0, 1, 1, 0, 0, 0, 1)",265,209,111,0.56614978051585,0.283529242563218,0.1986986673474577,0.02091722447870517
434,"(0, 1, 1, 0, 1, 1, 0, 0, 1, 0)",236,57,25,-0.6050785720086314,-1.0614369230638263,-0.8818364789787663,-0.9630873154375973
435,"(0, 1, 1, 0, 1, 1, 0, 0, 1, 1)",350,141,96,-0.10242060728452462,-0.13754856491266043,-0.011581431823698085,-0.1916896494731712
436,"(0, 1, 1, 0, 1, 1, 0, 1, 0, 0)",573,192,87,-0.28740064883460037,-0.7267659017915373,-0.8187426580349398,-0.8977772261120647
437,"(0, 1, 1, 0, 1, 1, 0, 1, 0, 1)",491,110,61,-0.6864099565998936,-0.922817651397394,-0.7067115070481576,-0.7117450395401679
438,"(0, 1, 1, 0, 1, 1, 0, 1, 1, 0)",517,94,85,-0.8935597920788618,-0.6471012659561528,-1.1471054821371662,-1.1613031791409865
439,"(0, 1, 1, 0, 1, 1, 0, 1, 1, 1)",285,77,39,-0.4967444255501805,-0.8185856766560935,-0.9107482548659093,-0.9626661599610834
440,"(0, 1, 1, 0, 1, 1, 1, 0, 0, 0)",393,401,233,0.8226397379011677,0.6274968861095902,0.845918764698607,0.7467098707381202
441,"(0, 1, 1, 0, 1, 1, 1, 0, 0, 1)",312,452,258,1.1722274935229613,0.9591515512092071,1.035833566649219,1.0565261093268659
442,"(0, 1, 1, 0, 1, 1, 1, 0, 1, 0)",123,168,161,1.112155707898117,1.4158414496771698,0.8505899324309016,0.9859334365403892
443,"(0, 1, 1, 0, 1, 1, 1, 0, 1, 1)",158,195,178,1.0117490155903661,1.267008283670346,1.1059355194686769,1.1621224086816686
444,"(0, 1, 1, 0, 1, 1, 1, 1, 0, 0)",572,648,363,0.9270855585694309,0.6947948309718237,0.8319736844223636,0.755861630000171
445,"(0, 1, 1, 0, 1, 1, 1, 1, 0, 1)",420,429,298,0.8236909335853071,0.8063374197581277,0.6618866614153687,0.6354607638272125
446,"(0, 1, 1, 0, 1, 1, 1, 1, 1, 0)",290,389,310,1.09536203053228,1.2149963250575642,0.8281216175133042,0.9057742109761266
447,"(0, 1, 1, 0, 1, 1, 1, 1, 1, 1)",289,280,172,0.7710123049333065,0.6319373515670818,0.6996590675202944,0.6763141572643158
448,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 0)",1900,2463,1624,1.0619445407450616,0.9916544323252313,0.8888400017116311,0.9322262082997006
449,"(0, 1, 1, 1, 0, 0, 0, 0, 0, 1)",1769,3046,2175,1.3457165119979146,1.3550354624577812,1.275517583587588,1.3131620207667292
450,"(0, 1, 1, 1, 0, 0, 0, 0, 1, 0)",1271,1043,849,0.605007583122597,0.7454172856341172,0.6758485955331823,0.7724992836226079
451,"(0, 1, 1, 1, 0, 0, 0, 0, 1, 1)",1200,1637,1072,1.1128600009131115,1.0358306006005376,1.1564177406532423,1.1828972061840923
452,"(0, 1, 1, 1, 0, 0, 0, 1, 0, 0)",2781,3530,2395,1.0409495820250785,0.9991572668017744,0.8683153410141707,0.951954938717948
453,"(0, 1, 1, 1, 0, 0, 0, 1, 0, 1)",2470,3305,2084,1.0936546309724398,0.9786726082941143,0.9923212575540389,1.0530493379604273
454,"(0, 1, 1, 1, 0, 0, 0, 1, 1, 0)",1910,2147,1483,0.9194490699685627,0.8956411595368754,0.6661109770763708,0.7905225643506049
455,"(0, 1, 1, 1, 0, 0, 0, 1, 1, 1)",1709,2397,1593,1.1406802446708344,1.0782798899032775,0.8602021447871638,0.9456471525961537
456,"(0, 1, 1, 1, 0, 0, 1, 0, 0, 0)",1761,3023,2328,1.342669489383379,1.4275161434380388,1.0451140762352562,1.1793518000091432
457,"(0, 1, 1, 1, 0, 0, 1, 0, 0, 1)",1484,2622,1748,1.371442487210154,1.3121561038316247,0.9735374688267722,1.1417612974390485
458,"(0, 1, 1, 1, 0, 0, 1, 0, 1, 0)",1134,2107,1604,1.4216455383258304,1.495017785698436,1.0759914604558591,1.3003484030342563
459,"(0, 1, 1, 1, 0, 0, 1, 0, 1, 1)",1061,1455,1133,1.1180775855348277,1.214123962535636,1.0156048130209887,1.1705559904117586
460,"(0, 1, 1, 1, 0, 0, 1, 1, 0, 0)",2491,4128,3243,1.307488204558827,1.4122482153777824,1.1033571877075699,1.3291653910535592
461,"(0, 1, 1, 1, 0, 0, 1, 1, 0, 1)",1993,3426,2656,1.3440811299329056,1.4355816752878523,1.0191985978160232,1.178845096190348
462,"(0, 1, 1, 1, 0, 0, 1, 1, 1, 0)",1775,2814,2525,1.2631371756017558,1.5008000594081436,1.1064487161008856,1.4220278849397618
463,"(0, 1, 1, 1, 0, 0, 1, 1, 1, 1)",1429,2243,1675,1.2531241019687143,1.307262237837898,1.009673774109774,1.2040737589327606
464,"(0, 1, 1, 1, 0, 1, 0, 0, 0, 0)",3000,1812,982,0.2985759238945642,0.03243495475662206,-0.003675464086787178,-0.09512203074324796
465,"(0, 1, 1, 1, 0, 1, 0, 0, 0, 1)",2495,2457,1338,0.7871971192167423,0.5257602962516769,0.4580919275321389,0.3249487503945954
466,"(0, 1, 1, 1, 0, 1, 0, 0, 1, 0)",2046,941,552,0.026413247495153835,-0.16024590408913197,-0.2817421462904649,-0.2853375225405125
467,"(0, 1, 1, 1, 0, 1, 0, 0, 1, 1)",1747,1322,674,0.5239681664795552,0.19701181470687168,0.2984011592819332,0.18974635589601313
468,"(0, 1, 1, 1, 0, 1, 0, 1, 0, 0)",4301,1538,1049,-0.22540861740871576,-0.26176318662628373,-0.352370645288234,-0.3490237789332754
469,"(0, 1, 1, 1, 0, 1, 0, 1, 0, 1)",3346,1180,759,-0.23916432643388386,-0.3339745878811271,-0.387926475046266,-0.40341557255908533
470,"(0, 1, 1, 1, 0, 1, 0, 1, 1, 0)",2938,837,517,-0.452268007356754,-0.5873227441096118,-0.586732703096619,-0.5430765740861372
471,"(0, 1, 1, 1, 0, 1, 0, 1, 1, 1)",2492,701,440,-0.46477012091766645,-0.5836705280268892,-0.527718930974357,-0.5178871915046511
472,"(0, 1, 1, 1, 0, 1, 1, 0, 0, 0)",2793,4247,2736,1.221512581684948,1.1279148492735946,1.0233229881723989,1.0186648142691603
473,"(0, 1, 1, 1, 0, 1, 1, 0, 0, 1)",2290,2878,2004,1.0309931667387606,1.0151823373369966,1.0371546762532238,1.0403425785697717
474,"(0, 1, 1, 1, 0, 1, 1, 0, 1, 0)",1662,2819,1997,1.330652243319312,1.3320501600653938,1.0449065613049167,1.1368513303419099
475,"(0, 1, 1, 1, 0, 1, 1, 0, 1, 1)",1325,2148,1377,1.285374284476783,1.1869929608776189,1.0944125600687242,1.0918781717943447
476,"(0, 1, 1, 1, 0, 1, 1, 1, 0, 0)",3732,5385,3460,1.1691293530370408,1.072872044770583,1.000270782846829,1.053018712545905
477,"(0, 1, 1, 1, 0, 1, 1, 1, 0, 1)",3170,3580,2222,0.9241336540401658,0.7933373194756718,0.7668689324037221,0.7673455230142961
478,"(0, 1, 1, 1, 0, 1, 1, 1, 1, 0)",2485,3590,2801,1.1702942807355068,1.2681851348761184,1.0269860823067036,1.1409392658143973
479,"(0, 1, 1, 1, 0, 1, 1, 1, 1, 1)",2012,2558,1641,1.0425289691000776,0.9448155444224047,0.8054522304734009,0.8131832323432254
480,"(0, 1, 1, 1, 1, 0, 0, 0, 0, 0)",121,115,63,0.7521077049531885,0.5033887186762379,0.7728021331851954,0.7401627753067958
481,"(0, 1, 1, 1, 1, 0, 0, 0, 0, 1)",122,280,138,1.6287088725414087,1.2708162578080968,1.3780836447711489,1.2779503510431294
482,"(0, 1, 1, 1, 1, 0, 0, 0, 1, 0)",102,89,98,0.6676192406807097,1.1089175419547768,0.45557491799607985,0.6269421675044831
483,"(0, 1, 1, 1, 1, 0, 0, 0, 1, 1)",92,194,132,1.5429386239905711,1.5062763151183205,1.1633868340675204,1.0864748214230708
484,"(0, 1, 1, 1, 1, 0, 0, 1, 0, 0)",247,306,233,1.0159575600022952,1.0904190492425418,0.6204155664997205,0.7053884609622679
485,"(0, 1, 1, 1, 1, 0, 0, 1, 0, 1)",222,487,252,1.5856821929731089,1.274744397317224,0.9146658052541355,0.9158378737529228
486,"(0, 1, 1, 1, 1, 0, 0, 1, 1, 0)",222,81,69,-0.19791396561578534,-0.010149849360937102,0.3196312936035505,0.5619036957759421
487,"(0, 1, 1, 1, 1, 0, 0, 1, 1, 1)",147,128,99,0.6651386891776374,0.7564845922737988,0.6926056247702742,0.7186662656574645
488,"(0, 1, 1, 1, 1, 0, 1, 0, 0, 0)",137,249,158,1.396745791285122,1.2901771971128495,1.2624453165913323,1.2997179181385063
489,"(0, 1, 1, 1, 1, 0, 1, 0, 0, 1)",132,397,242,1.8986414356427643,1.7512389951686174,1.428089931015573,1.4435162050584864
490,"(0, 1, 1, 1, 1, 0, 1, 0, 1, 0)",119,137,109,0.942300500955239,1.0615153030601927,1.2582868690500975,1.5465872264573843
491,"(0, 1, 1, 1, 1, 0, 1, 0, 1, 1)",84,145,109,1.3434939237981003,1.4063557893519225,1.4437602846893358,1.49046657141276
492,"(0, 1, 1, 1, 1, 0, 1, 1, 0, 0)",185,302,225,1.2905246903762484,1.3433150056089072,1.2042556628161825,1.3339843765076258
493,"(0, 1, 1, 1, 1, 0, 1, 1, 0, 1)",168,303,239,1.3896675450632285,1.4992668884687403,1.3089586872619108,1.3175561214133604
494,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 0)",141,316,255,1.6056132748561003,1.7378770669281245,1.1779672594999573,1.524160867993831
495,"(0, 1, 1, 1, 1, 0, 1, 1, 1, 1)",123,286,190,1.6417392087346645,1.5805185424914157,1.2786927730875046,1.332381749843574
496,"(0, 1, 1, 1, 1, 1, 0, 0, 0, 0)",217,100,60,0.03316401263225077,-0.1250945185659551,-0.26948251309787674,-0.43068549200781997
497,"(0, 1, 1, 1, 1, 1, 0, 0, 0, 1)",158,92,47,0.2662338495131048,-0.049176511262517986,0.3746507255416872,0.1944311078812003
498,"(0, 1, 1, 1, 1, 1, 0, 0, 1, 0)",251,67,42,-0.5073828237552362,-0.6197022917680381,-0.6700412544658777,-0.5984296001866192
499,"(0, 1, 1, 1, 1, 1, 0, 0, 1, 1)",109,32,8,-0.40143424574585573,-1.3547291084063744,0.10110673936854232,-0.026016934911118644
500,"(0, 1, 1, 1, 1, 1, 0, 1, 0, 0)",346,70,76,-0.7841063443254634,-0.3569926780433528,-0.5894421105771644,-0.5463328581585594
501,"(0, 1, 1, 1, 1, 1, 0, 1, 0, 1)",305,92,74,-0.38844705021904447,-0.2575703083662477,-0.4909917008100083,-0.443175582754322
502,"(0, 1, 1, 1, 1, 1, 0, 1, 1, 0)",198,46,54,-0.6406186644343534,-0.13744495944219892,-0.9406403274975759,-0.7464729773867188
503,"(0, 1, 1, 1, 1, 1, 0, 1, 1, 1)",237,79,34,-0.28770548041751254,-0.7683959321322384,-0.7389814746087416,-0.6714515576873875
504,"(0, 1, 1, 1, 1, 1, 1, 0, 0, 0)",216,345,211,1.2690799800973451,1.1252156011813754,1.0107351112971452,0.8904297279128917
505,"(0, 1, 1, 1, 1, 1, 1, 0, 0, 1)",198,376,174,1.4414789213035988,1.0200078292488444,1.2255499385213364,1.1416903371854503
506,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 0)",80,103,96,1.0524803030490142,1.3287885038807667,0.9790266025141692,1.1104540160230914
507,"(0, 1, 1, 1, 1, 1, 1, 0, 1, 1)",128,238,171,1.4191897061499188,1.4362087525016034,1.238154581662727,1.1873466705352715
508,"(0, 1, 1, 1, 1, 1, 1, 1, 0, 0)",313,575,289,1.4092532333677181,1.069014617122089,1.0318476304342852,1.0019939203164032
509,"(0, 1, 1, 1, 1, 1, 1, 1, 0, 1)",276,527,311,1.4476173360990034,1.2675123616719666,0.9510693116390947,0.8984068260356116
510,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 0)",190,290,135,1.223588397704943,0.8089081377392446,1.010926748030963,1.1631935379285832
511,"(0, 1, 1, 1, 1, 1, 1, 1, 1, 1)",115,130,96,0.9241456906748674,0.9696474674468407,0.9506552690869609,0.9098065677960266
512,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",727,226,144,-0.36281247213520285,-0.4650406257262891,-0.44391033845017686,-0.4283840597122062
513,"(1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",710,346,204,0.08519090872369872,-0.09513577061501,-0.19003021843135692,-0.20298887604992377
514,"(1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",633,194,144,-0.37651083729339874,-0.3267885319668289,-0.6422053131046984,-0.6347850866529177
515,"(1, 0, 0, 0, 0, 0, 0, 0, 1, 1)",562,192,88,-0.2680508806547246,-0.6961165783577279,-0.3197639060910424,-0.34136664764225705
516,"(1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",1042,471,292,0.009661089164863301,-0.12115716593388237,-0.23238193170211247,-0.14771103571353883
517,"(1, 0, 0, 0, 0, 0, 0, 1, 0, 1)",864,369,329,-0.04668794271352883,0.18488982757846917,-0.18428750966306914,-0.1224374657165708
518,"(1, 0, 0, 0, 0, 0, 0, 1, 1, 0)",863,167,136,-0.8350702308207163,-0.693065162926108,-0.5084216102219639,-0.46974441326724947
519,"(1, 0, 0, 0, 0, 0, 0, 1, 1, 1)",673,208,156,-0.36835730036741565,-0.30845762551417644,-0.4155722132612625,-0.3518795090132896
520,"(1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",682,1067,689,1.2495867185294305,1.1587234180703376,1.1213057041531436,1.201588241520164
521,"(1, 0, 0, 0, 0, 0, 1, 0, 0, 1)",611,812,584,1.086537385615565,1.1034062447693531,1.0955629673708362,1.2038015547841172
522,"(1, 0, 0, 0, 0, 0, 1, 0, 1, 0)",369,763,479,1.5276033421083306,1.4088097783134892,1.1748008303692146,1.3029627198243314
523,"(1, 0, 0, 0, 0, 0, 1, 0, 1, 1)",434,747,552,1.3445955054658736,1.3885386504834734,1.1349177773112535,1.2515352682898042
524,"(1, 0, 0, 0, 0, 0, 1, 1, 0, 0)",959,1408,1072,1.1862407860168787,1.259807138218639,1.0293014971591896,1.231168486725127
525,"(1, 0, 0, 0, 0, 0, 1, 1, 0, 1)",636,917,703,1.1679662936284074,1.2485353806357016,1.0478627452501315,1.2003718072551988
526,"(1, 0, 0, 0, 0, 0, 1, 1, 1, 0)",596,755,590,1.0386628213670113,1.1384255840633186,0.966479021441995,1.1904819549676355
527,"(1, 0, 0, 0, 0, 0, 1, 1, 1, 1)",566,806,594,1.155502923122277,1.1967287818677004,0.9470936411841054,1.1306125896078403
528,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",1210,254,159,-0.7553996398145857,-0.8755012482694426,-1.164778059049746,-1.1856696169800467
529,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1)",850,204,115,-0.6208635908548856,-0.8442952574171869,-0.8158707602888347,-0.8958467740839088
530,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 0)",903,195,110,-0.7261761425815789,-0.9487724790300196,-1.4670456310792896,-1.4512426422102351
531,"(1, 0, 0, 0, 0, 1, 0, 0, 1, 1)",563,136,90,-0.6125347670898535,-0.6756680649313862,-1.025092694614173,-1.0678455567614928
532,"(1, 0, 0, 0, 0, 1, 0, 1, 0, 0)",1515,318,228,-0.7561009048373921,-0.7415818825982547,-1.1984312631825917,-1.1593071339598722
533,"(1, 0, 0, 0, 0, 1, 0, 1, 0, 1)",1470,289,190,-0.8212782390408375,-0.892897612504985,-1.2899612184423261,-1.2642270662681527
534,"(1, 0, 0, 0, 0, 1, 0, 1, 1, 0)",1123,195,126,-0.9439958126430388,-1.0319352639452224,-1.5455259569228208,-1.5426443634684066
535,"(1, 0, 0, 0, 0, 1, 0, 1, 1, 1)",816,157,112,-0.8405055032529556,-0.8297245960978397,-1.5678165865515281,-1.5294219743154693
536,"(1, 0, 0, 0, 0, 1, 1, 0, 0, 0)",1022,1009,624,0.789749402463759,0.6557835638345977,0.6464713029508737,0.5389356333693504
537,"(1, 0, 0, 0, 0, 1, 1, 0, 0, 1)",872,1066,699,1.0032092540422317,0.9276714592536252,0.7260742306569973,0.6257099040670507
538,"(1, 0, 0, 0, 0, 1, 1, 0, 1, 0)",578,629,313,0.8869559003926636,0.5366171883850807,0.6517752967290666,0.6088165935518497
539,"(1, 0, 0, 0, 0, 1, 1, 0, 1, 1)",549,762,437,1.1298783116380209,0.9208273121997521,0.741722258868906,0.667501086655296
